"distance:vector SingleCell_Standalone.ue[0].cellularNic.nrChannelModel[0] ($packetLen=1000B, #0 - Multiple-UEs-0-20240120-23:12:54-148370)",,"throughput:vector SingleCell_Standalone.ue[0].app[0] ($packetLen=1000B, #0 - Multiple-UEs-0-20240120-23:12:54-148370)",
8.1,176.9230165202100118,,
8.101,176.9230165202100118,,
8.12,176.9230165202100118,,
8.121,176.9230165202100118,,
8.14,177.5630695178099921,,
8.141,177.5630695178099921,,
8.16,177.8913209444700096,,
8.161,177.8913209444700096,,
8.18,178.170328464449994,,
8.182,178.170328464449994,,
8.2,178.5642738055599913,,
8.202,178.5642738055599913,,
8.22,178.6299340135699927,,
8.222,178.6299340135699927,,
8.24,179.2209097722200106,,
8.242,179.2209097722200106,,
8.26,179.2209097722200106,,
8.261,179.2209097722200106,,
8.28,179.8283646381900093,,
8.281,179.8283646381900093,,
8.3,180.2060036813400066,,
8.301,180.2060036813400066,,
8.32,180.2224430397199618,,
8.322,180.2224430397199618,,
8.34,180.6000877411399863,,
8.342,180.895668060619982,,
8.36,180.895668060619982,,
8.362,180.895668060619982,,
8.38,181.5033607427799885,,
8.381,181.5033607427799885,,
8.4,181.8481933478900025,,
8.402,181.8481933478900025,,
8.42,182.143899290479964,,
8.422,182.1931453964500058,,
8.44,182.2916617770200096,,
8.441,182.2916617770200096,,
8.46,182.8337226935699952,,
8.461,182.8337226935699952,,
8.48,183.1458900146199647,,
8.482,183.1458900146199647,,
8.486,183.1458900146199647,,
8.5,183.4908304602399762,,
8.502,183.4908304602399762,,
8.52,183.5894026535099777,,
8.522,183.5894026535099777,,
8.54,184.0001369454099625,,
8.541,184.0001369454099625,,
8.56,184.3781011160999688,,
8.561,184.3781011160999688,,
8.58,184.7066979495999696,,
8.582,184.7066979495999696,,
8.6,185.1339031082100057,,
8.601,185.1339031082100057,,
8.62,185.2325010640599877,,
8.621,185.4790026158399877,,
8.64,185.4790026158399877,,
8.642,185.8241207181100088,,
8.66,186.087086387579972,,
8.661,186.087086387579972,,
8.68,186.2185640427699688,,
8.682,186.2185640427699688,,
8.7,186.7773997976599952,,
8.702,186.7773997976599952,,
8.72,187.0075286642700113,,
8.721,187.0075286642700113,,
8.726,187.0075286642700113,,
8.74,187.286968127730005,,
8.741,187.286968127730005,,
8.76,187.665110307509962,,
8.762,187.665110307509962,,
8.78,187.8623344971699675,,
8.781,187.8623344971699675,,
8.8,188.421309432529994,,
8.801,188.421309432529994,,
8.82,188.5035155603100058,,
8.822,188.7666169125299682,,
8.826,188.7666169125299682,,
8.84,189.0625937064799581,,
8.842,189.0625937064799581,,
8.86,189.0625937064799581,,
8.862,189.4242924937099695,,
8.88,189.7039027161000031,,
8.881,189.7039027161000031,,
8.9,190.0656212979199602,,
8.902,190.0656212979199602,,
8.92,190.3781350874099863,,
8.922,190.3781350874099863,,
8.94,190.6905631072800127,,
8.942,190.6905631072800127,,
8.96,190.9702104375500078,,
8.962,190.9702104375500078,,
8.98,191.364970096060005,,
8.981,191.364970096060005,,
9,191.7103250439499781,,
9.001,191.726774026290001,,
9.02,191.726774026290001,,
9.021,191.726774026290001,,
9.04,192.1215610324400125,,
9.041,192.1215610324400125,,
9.06,192.4341162510700081,,
9.061,192.7137824756999853,,
9.08,193.0263634633699887,,
9.081,193.0263634633699887,,
9.1,193.355410670480011,,
9.102,193.355410670480011,,
9.12,193.6186591588800063,,
9.121,193.6186591588800063,,
9.14,193.7667406061700027,,
9.142,194.030003904529962,,
9.16,194.030003904529962,,
9.162,194.3591611546800087,,
9.18,194.6388862843799635,,
9.181,194.6388862843799635,,
9.2,195.0008685125399657,,
9.202,195.0008685125399657,,
9.22,195.2477248459300078,,
9.222,195.2477248459300078,,
9.24,195.6097803714399665,,
9.241,195.6097803714399665,,
9.26,195.9389424359399633,,
9.262,195.9389424359399633,,
9.28,196.2516596496499793,,
9.282,196.2516596496499793,,
9.3,196.6466892264899676,,
9.301,196.6466892264899676,,
9.32,196.8771966363999572,,
9.321,196.8771966363999572,,
9.34,197.206355453939977,,
9.341,197.206355453939977,,
9.36,197.5356450005099866,,
9.361,197.5356450005099866,,
9.38,197.8813523522399571,,
9.382,197.8813523522399571,,
9.4,198.2928637768699777,,
9.401,198.2928637768699777,,
9.42,198.58927700242998,,
9.422,198.58927700242998,,
9.44,198.7044616708899972,,
9.442,198.9679604908899925,,
9.46,199.2643340911299666,,
9.462,199.2643340911299666,,
9.48,199.5277216265099577,,
9.482,199.5277216265099577,,
9.5,199.9393834238899781,,
9.501,199.9393834238899781,,
9.52,200.1699732167799643,,
9.521,200.1699732167799643,,
9.54,200.4993421298700007,,
9.541,200.4993421298700007,,
9.56,200.8945695917099663,,
9.562,200.8945695917099663,,
9.58,201.2404223706899976,,
9.581,201.2404223706899976,,
9.6,201.5862397115000127,,
9.602,201.6027099464999985,,
9.62,201.7180025104299825,,
9.622,201.9321856425900128,,
9.64,201.9650634096199718,,
9.641,201.9650634096199718,,
9.66,202.5086232159599707,,
9.662,202.5086232159599707,,
9.68,202.8051252713999581,,
9.681,202.8051252713999581,,
9.7,203.2334244560099696,,
9.702,203.2334244560099696,,
9.72,203.2993185647699753,,
9.721,203.2993185647699753,,
9.74,203.8759138155600106,,
9.741,203.8759138155600106,,
9.76,204.073612585830005,,
9.762,204.073612585830005,,
9.78,204.5514034084100096,,
9.782,204.5514034084100096,,
9.8,204.8809297353199658,,
9.801,204.8809297353199658,,
9.82,205.1775202732399627,,
9.822,205.1775202732399627,,
9.84,205.5071291442999945,,
9.841,205.5071291442999945,,
9.86,205.8531050805499938,,
9.861,205.8531050805499938,,
9.88,205.8531050805499938,,
9.881,206.2156387046799743,,
9.9,206.5287478785999715,,
9.901,206.5287478785999715,,
9.92,206.8583483929999707,,
9.921,206.8583483929999707,,
9.94,207.1550642272100043,,
9.941,207.1550642272100043,,
9.96,207.4351785143400087,,
9.961,207.4351785143400087,,
9.98,207.7483364934499825,,
9.981,207.7483364934499825,,
10,208.1768714564499863,,
10.001,208.1768714564499863,,
10.02,208.1768714564499863,,
10.022,208.5230506252399883,,
10.04,208.5230506252399883,,
10.041,208.5230506252399883,,
10.06,209.0835020907999812,,
10.061,209.0835020907999812,,
10.08,209.0835020907999812,,
10.082,209.0835020907999812,,
10.1,209.8252932715499803,,
10.102,209.8252932715499803,,
10.12,210.1055541348599707,,
10.122,210.1055541348599707,,
10.14,210.2374445028199822,,
10.142,210.5012307943399597,,
10.16,210.797999197449996,,
10.162,210.797999197449996,,
10.18,211.0782890128899675,,
10.182,211.0782890128899675,,
10.2,211.4740063496799956,,
10.201,211.4740063496799956,,
10.22,211.7872942004700001,,
10.222,211.8367616390299863,,
10.24,211.8367616390299863,,
10.242,212.1665510638399603,,
10.26,212.3974103690200072,,
10.262,212.3974103690200072,,
10.28,212.7931819721200093,,
10.282,212.7931819721200093,,
10.3,213.1230039312499678,,
10.301,213.1230039312499678,,
10.32,213.4363801986499985,,
10.321,213.4363801986499985,,
10.34,213.7332038253699687,,
10.341,213.7332038253699687,,
10.36,214.0301356851699658,,
10.362,214.1290355020699952,,
10.38,214.4259738870300103,,
10.381,214.4259738870300103,,
10.4,214.7722794630900003,,
10.401,214.7722794630900003,,
10.42,215.0691780836899618,,
10.422,215.0691780836899618,,
10.44,215.4155915125600126,,
10.441,215.4155915125600126,,
10.46,215.7455004510499627,,
10.461,215.7455004510499627,,
10.48,216.00947972135998,,
10.481,216.00947972135998,,
10.5,216.4218265907300058,,
10.502,216.4218265907300058,,
10.52,216.6857789208099793,,
10.522,216.6857789208099793,,
10.54,216.8507525665199858,,
10.542,216.8507525665199858,,
10.56,217.3621876088799913,,
10.561,217.3621876088799913,,
10.58,217.7086579207299897,,
10.582,217.7086579207299897,,
10.6,218.0716391509000108,,
10.601,218.0716391509000108,,
10.62,218.3851823102199882,,
10.621,218.3851823102199882,,
10.64,218.6987013218999883,,
10.642,218.6987013218999883,,
10.66,219.0451506338699793,,
10.662,219.0451506338699793,,
10.68,219.3587076616499868,,
10.681,219.3587076616499868,,
10.7,219.7217111644999925,,
10.701,219.7217111644999925,,
10.72,219.8372257710199726,,
10.722,220.0683087997799697,,
10.74,220.1342690237900108,,
10.741,220.1342690237900108,,
10.76,220.7118764895799921,,
10.762,220.7118764895799921,,
10.78,220.9924397627599991,,
10.781,220.9924397627599991,,
10.8,221.3720368297400106,,
10.801,221.3720368297400106,,
10.82,221.4380550520899637,,
10.821,221.4380550520899637,,
10.84,221.7351419537199595,,
10.841,221.7351419537199595,,
10.86,222.2798721228999731,,
10.861,222.2798721228999731,,
10.88,222.6595134122999858,,
10.881,222.6595134122999858,,
10.9,223.0226105157099702,,
10.901,223.0226105157099702,,
10.906,223.0226105157099702,,
10.92,223.3197603420499597,,
10.921,223.3197603420499597,,
10.94,223.6003688842599776,,
10.941,223.6003688842599776,,
10.96,223.7489400962500093,,
10.961,223.7489400962500093,,
10.966,223.7489400962500093,,
10.98,224.1451394957699668,,
10.981,224.1451394957699668,,
11,224.6734267561199647,,
11.002,224.6734267561199647,,
11.02,224.9046243438999675,,
11.022,224.9046243438999675,,
11.026,224.9046243438999675,,
11.04,225.1687181288199883,,
11.041,225.1687181288199883,,
11.06,225.3833509855899696,,
11.061,225.3833509855899696,,
11.08,225.6970523017199632,,
11.081,226.0107620660199921,,
11.1,226.3244802433699751,,
11.101,226.3244802433699751,,
11.12,226.6382274521999981,,
11.121,226.6382274521999981,,
11.14,226.9685193904699637,,
11.141,226.9685193904699637,,
11.16,226.9685193904699637,,
11.161,227.33173716233,,
11.18,227.6124831684199981,,
11.181,227.6124831684199981,,
11.2,227.975765822869959,,
11.201,227.975765822869959,,
11.22,227.975765822869959,,
11.221,227.975765822869959,,
11.24,228.6363439140899902,,
11.241,228.6528588291499765,,
11.26,228.8841351106299828,,
11.261,228.8841351106299828,,
11.28,229.2639915789699776,,
11.281,229.2639915789699776,,
11.3,229.6272784875899893,,
11.301,229.6272784875899893,,
11.32,229.7759255986300096,,
11.321,229.7759255986300096,,
11.34,230.1227758377199838,,
11.342,230.1227758377199838,,
11.36,230.3705319720399972,,
11.361,230.3705319720399972,,
11.38,230.915612874309999,,
11.381,230.915612874309999,,
11.4,231.2790133728399827,,
11.401,231.2790133728399827,,
11.42,231.526827643329965,,
11.421,231.526827643329965,,
11.44,231.9067497441099577,,
11.441,231.9067497441099577,,
11.46,232.2205998724099905,,
11.461,232.2866787490499962,,
11.48,232.600558098529972,,
11.481,232.600558098529972,,
11.5,232.9309657512399657,,
11.501,232.947486357709976,,
11.52,232.947486357709976,,
11.521,232.947486357709976,,
11.54,233.2944240032599612,,
11.541,233.2944240032599612,,
11.56,233.7405004153599737,,
11.561,233.7405004153599737,,
11.58,233.938761533739977,,
11.581,233.938761533739977,,
11.6,234.583131027999967,,
11.602,234.5996537406899727,,
11.62,234.5996537406899727,,
11.621,234.5996537406899727,,
11.64,235.177961781090004,,
11.641,235.177961781090004,,
11.66,235.4754070648099845,,
11.661,235.4754070648099845,,
11.68,235.6571505035699937,,
11.681,235.6571505035699937,,
11.7,236.2355047362599965,,
11.702,236.2355047362599965,,
11.72,236.516428680930004,,
11.722,236.516428680930004,,
11.74,236.8799860359799815,,
11.742,236.8799860359799815,,
11.76,237.2105012251099642,,
11.762,237.26007919973,,
11.78,237.26007919973,,
11.782,237.26007919973,,
11.8,237.888082532709972,,
11.801,237.888082532709972,,
11.82,237.9046299986499652,,
11.822,237.9046299986499652,,
11.84,238.3012583730400127,,
11.841,238.3012583730400127,,
11.86,238.797106451269996,,
11.861,238.797106451269996,,
11.88,239.1772520178199657,,
11.881,239.1772520178199657,,
11.9,239.5408601933700072,,
11.902,239.5408601933700072,,
11.92,239.8384454169399752,,
11.922,239.8384454169399752,,
11.94,240.1855029255099785,,
11.941,240.1855029255099785,,
11.96,240.5326210106999827,,
11.961,240.5326210106999827,,
11.98,240.5326210106999827,,
11.981,240.5326210106999827,,
12,241.1938336095599875,,
12.001,241.1938336095599875,,
12.02,241.2103849952899837,,
12.022,241.2103849952899837,,
12.04,241.5740447623999777,,
12.042,241.871673535129957,,
12.06,241.871673535129957,,
12.061,241.871673535129957,,
12.08,242.2023069821599952,,
12.081,242.2023069821599952,,
12.1,242.84699878394997,,
12.102,242.84699878394997,,
12.12,242.8965966609100052,,
12.121,242.8965966609100052,,
12.14,243.2107204679500105,,
12.141,243.2107204679500105,,
12.16,243.8225197840100112,,
12.162,243.8225197840100112,,
12.18,243.8225197840100112,,
12.181,244.1862004693899727,,
12.2,244.5003518268699727,,
12.202,244.516950651939964,,
12.22,244.8145750162699972,,
12.221,244.8145750162699972,,
12.24,245.14523029677997,,
12.241,245.14523029677997,,
12.26,245.492452250489975,,
12.262,245.492452250489975,,
12.28,245.8066517535899597,,
12.281,245.8066517535899597,,
12.3,246.153888952739975,,
12.301,246.153888952739975,,
12.32,246.4020003633999627,,
12.322,246.4020003633999627,,
12.34,246.517691456509964,,
12.342,246.517691456509964,,
12.36,247.1130585810599875,,
12.362,247.1130585810599875,,
12.38,247.3776289331700002,,
12.382,247.4933864333099785,,
12.4,247.807606476579962,,
12.402,247.807606476579962,,
12.42,248.121897276499964,,
12.422,248.121897276499964,,
12.44,248.2706792196299822,,
12.442,248.2706792196299822,,
12.46,248.7172267056000115,,
12.462,248.7172267056000115,,
12.48,249.0314776371299657,,
12.482,249.0314776371299657,,
12.5,249.461500810740005,,
12.501,249.461500810740005,,
12.52,249.5276602120300132,,
12.521,249.5276602120300132,,
12.54,249.891541865959993,,
12.542,250.1561883123499675,,
12.546,250.1561883123499675,,
12.56,250.1561883123499675,,
12.561,250.4704616809700032,,
12.58,250.4704616809700032,,
12.582,250.4704616809700032,,
12.6,251.1155684616899737,,
12.601,251.1155684616899737,,
12.62,251.4464024889199992,,
12.622,251.4464024889199992,,
12.64,251.5291120544999887,,
12.641,251.5291120544999887,,
12.66,251.826869987370002,,
12.661,251.826869987370002,,
12.68,252.339738317979992,,
12.681,252.339738317979992,,
12.7,252.769806027009962,,
12.701,252.769806027009962,,
12.72,253.0676517976899607,,
12.721,253.0676517976899607,,
12.74,253.3819163246499775,,
12.741,253.3819163246499775,,
12.746,253.3819163246499775,,
12.76,253.580443453729969,,
12.761,253.580443453729969,,
12.78,254.0105998780899757,,
12.782,254.0105998780899757,,
12.786,254.0105998780899757,,
12.8,254.4242101923999815,,
12.802,254.4242101923999815,,
12.82,254.5896596469099777,,
12.821,254.75511073186999,,
12.84,255.0860177804800052,,
12.841,255.0860177804800052,,
12.86,255.4169313129499975,,
12.862,255.4169313129499975,,
12.88,255.4169313129499975,,
12.881,255.7643974727499757,,
12.9,256.078777728889917,,
12.901,256.078777728889917,,
12.92,256.0953894514799452,,
12.922,256.4262573718699502,,
12.94,256.657979613429915,,
12.942,256.657979613429915,,
12.96,256.906121774899929,,
12.962,256.906121774899929,,
12.98,257.3198086977699852,,
12.981,257.3198086977699852,,
13,257.733505490100014,,
13.001,257.733505490100014,,
13.02,258.031437677909934,,
13.022,258.031437677909934,,
13.04,258.3292461142299307,,
13.041,258.3292461142299307,,
13.06,258.6933197950199875,,
13.061,258.6933197950199875,,
13.08,259.0243376266199667,,
13.081,259.0243376266199667,,
13.1,259.3883904096500137,,
13.102,259.3883904096500137,,
13.12,259.7028360631799152,,
13.122,259.7028360631799152,,
13.14,259.7028360631799152,,
13.141,259.7028360631799152,,
13.16,260.083488218859997,,
13.161,260.39794610311992,,
13.18,260.39794610311992,,
13.181,260.7289603446799895,,
13.2,261.043429498619957,,
13.202,261.043429498619957,,
13.22,261.374455559039915,,
13.222,261.374455559039915,,
13.24,261.7054876464799227,,
13.242,261.7054876464799227,,
13.26,262.0365257381099572,,
13.261,262.0365257381099572,,
13.28,262.0365257381099572,,
13.282,262.3841724178399765,,
13.3,262.6986198431500262,,
13.302,262.6986198431500262,,
13.32,262.996576119050018,,
13.322,262.996576119050018,,
13.328,262.996576119050018,,
13.34,263.261482940890004,,
13.341,263.261482940890004,,
13.36,263.6918054676599462,,
13.361,263.6918054676599462,,
13.38,264.0063252899000182,,
13.382,264.0063252899000182,,
13.4,264.353958602079955,,
13.402,264.3705629814600105,,
13.42,264.3705629814600105,,
13.421,264.3705629814600105,,
13.44,264.7512616789999802,,
13.442,264.7512616789999802,,
13.46,265.1651279304800245,,
13.462,265.1651279304800245,,
13.48,265.6783346033799932,,
13.481,265.6783346033799932,,
13.5,266.0094430047299727,,
13.502,266.0260329907899852,,
13.52,266.1584436519299277,,
13.521,266.1584436519299277,,
13.54,266.588961722480007,,
13.541,266.588961722480007,,
13.56,266.837238975339914,,
13.562,267.0359152886300072,,
13.58,267.3339335720800127,,
13.582,267.3339335720800127,,
13.6,267.6650703487099455,,
13.601,267.6650703487099455,,
13.62,267.6650703487099455,,
13.622,268.0127700037099875,,
13.64,268.3273607172000077,,
13.641,268.3273607172000077,,
13.66,268.5922831128699492,,
13.661,268.5922831128699492,,
13.68,268.9566224873000227,,
13.681,268.9566224873000227,,
13.7,269.3208379978699427,,
13.701,269.3208379978699427,,
13.72,269.569279539359967,,
13.722,269.569279539359967,,
13.74,269.817595265969998,,
13.741,269.817595265969998,,
13.76,270.2150744140000135,,
13.762,270.2150744140000135,,
13.78,270.4302795333500157,,
13.782,270.4302795333500157,,
13.8,270.9767433802500127,,
13.801,270.9767433802500127,,
13.82,271.1092216853299977,,
13.822,271.1092216853299977,,
13.84,271.6391435342899277,,
13.842,271.6391435342899277,,
13.86,271.937251333829976,,
13.862,271.937251333829976,,
13.88,272.2850696535399485,,
13.882,272.2850696535399485,,
13.9,272.6327839861900195,,
13.902,272.6327839861900195,,
13.92,272.9640081176299865,,
13.921,272.9640081176299865,,
13.94,273.278741236429936,,
13.942,273.278741236429936,,
13.96,273.543697497359971,,
13.962,273.543697497359971,,
13.98,273.8749519812899952,,
13.982,273.8749519812899952,,
14,274.288957366419935,,
14.001,274.288957366419935,,
14.02,274.5208519865799407,,
14.021,274.5208519865799407,,
14.04,274.9183870153299257,,
14.041,274.9183870153299257,,
14.06,275.2661609680599202,,
14.061,275.2661609680599202,,
14.08,275.5146296292299427,,
14.082,275.5146296292299427,,
14.1,275.9452611302599495,,
14.102,275.9452611302599495,,
14.12,276.011515959599932,,
14.122,276.011515959599932,,
14.14,276.3262291922000022,,
14.141,276.3262291922000022,,
14.16,276.6740754885499875,,
14.161,276.6740754885499875,,
14.18,276.972233916609979,,
14.181,276.972233916609979,,
14.2,277.6016929439399507,,
14.201,277.6016929439399507,,
14.22,277.9329944711899985,,
14.222,277.9329944711899985,,
14.24,278.1649085238899475,,
14.241,278.1649085238899475,,
14.26,278.2809009056899177,,
14.261,278.2809009056899177,,
14.28,278.9269290577299202,,
14.282,278.9269290577299202,,
14.3,279.2582505288600022,,
14.301,279.2582505288600022,,
14.32,279.5564647997799727,,
14.322,279.5564647997799727,,
14.34,279.8712082648299875,,
14.342,279.8712082648299875,,
14.36,280.219160139709969,,
14.362,280.219160139709969,,
14.38,280.5173170382099662,,
14.382,280.5173170382099662,,
14.386,280.5173170382099662,,
14.4,280.914931659979969,,
14.402,280.914931659979969,,
14.42,281.0474714222299315,,
14.421,281.0474714222299315,,
14.44,281.329120991090007,,
14.441,281.329120991090007,,
14.46,281.7764539502300057,,
14.461,281.7764539502300057,,
14.48,282.140960133049929,,
14.482,282.140960133049929,,
14.5,282.5717341643099862,,
14.501,282.5717341643099862,,
14.52,282.8202648765500257,,
14.521,282.8202648765500257,,
14.54,283.1847814264099257,,
14.541,283.1847814264099257,,
14.56,283.5493098874600257,,
14.561,283.5493098874600257,,
14.58,283.897262128499959,,
14.582,283.897262128499959,,
14.6,284.2286559193499887,,
14.601,284.2286559193499887,,
14.62,284.5435050879699462,,
