"distance:vector SingleCell_Standalone.ue[0].cellularNic.nrChannelModel[0] ($packetLen=1000B, #0 - Multiple-UEs-0-20240120-23:12:54-148370)",,"throughput:vector SingleCell_Standalone.ue[0].app[0] ($packetLen=1000B, #0 - Multiple-UEs-0-20240120-23:12:54-148370)",
33.541,599.058771023309871,,
33.56,599.358446180410053,,
33.561,599.358446180410053,,
33.58,599.641499850599983,,
33.582,599.7579670421098375,,
33.6,600.057623152619951,,
33.601,600.057623152619951,,
33.62,600.2407465299299905,,
33.621,600.407222458110025,,
33.64,600.7235270640398975,,
33.642,600.7235270640398975,,
33.645,600.7235270640398975,,
33.66,600.923298624979905,,
33.662,601.089775062170018,,
33.68,601.356173058859893,,
33.681,601.356173058859893,,
33.7,601.7223866524100205,,
33.702,601.7223866524100205,,
33.72,601.972167876969931,,
33.721,601.972167876969931,,
33.727,602.088636283230014,,
33.74,602.288409060669889,,
33.741,602.288409060669889,,
33.76,602.704602916340034,,
33.761,602.704602916340034,,
33.766,602.804489556049928,,
33.78,602.804489556049928,,
33.781,602.804489556049928,,
33.8,603.387162501629971,,
33.801,603.387162501629971,,
33.82,603.686823458109981,,
33.822,603.736766989399936,,
33.826,603.736766989399936,,
33.84,604.019845341269955,,
33.842,604.019845341269955,,
33.86,604.3860338964300335,,
33.862,604.3860338964300335,,
33.88,604.7189920040500485,,
33.882,604.7189920040500485,,
33.9,605.051950598339996,,
33.902,605.051950598339996,,
33.92,605.384909678489974,,
33.922,605.384909678489974,,
33.94,605.7178692437098535,,
33.942,605.7178692437098535,,
33.946,605.7178692437098535,,
33.96,605.95099176422991,,
33.962,606.0674773083499065,,
33.98,606.184013448390031,,
33.982,606.4004378654499285,,
33.984,606.4004378654499285,,
34,606.716750841739893,,
34.001,606.716750841739893,,
34.02,607.0164818012199225,,
34.022,607.0164818012199225,,
34.04,607.36609184096005,,
34.042,607.36609184096005,,
34.048,607.482563005049994,,
34.06,607.482563005049994,,
34.061,607.482563005049994,,
34.08,608.0153690333099785,,
34.082,608.0153690333099785,,
34.1,608.38156313208992,,
34.101,608.38156313208992,,
34.12,608.398261852719995,,
34.121,608.398261852719995,,
34.14,609.0308786100799785,,
34.141,609.0308786100799785,,
34.16,609.363807994039914,,
34.161,609.363807994039914,,
34.18,609.4803457950999905,,
34.181,609.4803457950999905,,
34.2,610.0463873707799375,,
34.201,610.063035673179909,,
34.206,610.063035673179909,,
34.22,610.2961776654199155,,
34.221,610.2961776654199155,,
34.24,610.6124808541098875,,
34.242,610.6124808541098875,,
34.26,610.778913795860033,,
34.261,610.778913795860033,,
34.28,611.1784746281498405,,
34.282,611.394909902350035,,
34.3,611.7112234602500375,,
34.301,611.7112234602500375,,
34.32,612.027564472869924,,
34.321,612.027564472869924,,
34.34,612.360548167680006,,
34.341,612.360548167680006,,
34.36,612.693482272519984,,
34.361,612.693482272519984,,
34.38,613.0264522865300005,,
34.381,613.0264522865300005,,
34.387,613.0264522865300005,,
34.4,613.3760713039998775,,
34.401,613.3760713039998775,,
34.42,613.675745156799846,,
34.421,613.675745156799846,,
34.422,613.675745156799846,,
34.44,613.958836443919834,,
34.441,613.958836443919834,,
34.46,614.3749856125498335,,
34.461,614.3749856125498335,,
34.48,614.691309348630054,,
34.481,614.691309348630054,,
34.483,614.691309348630054,,
34.5,615.0409308065800335,,
34.501,615.0409308065800335,,
34.52,615.1741200676099175,,
34.522,615.390552774519844,,
34.54,615.67361589658003,,
34.542,615.67361589658003,,
34.56,615.7734726568598925,,
34.561,615.7734726568598925,,
34.58,616.339529251369866,,
34.581,616.339529251369866,,
34.6,616.7058018735599465,,
34.602,616.7058018735599465,,
34.605,616.7890457287999175,,
34.62,616.7890457287999175,,
34.621,617.0554262581299535,,
34.64,617.338521528020008,,
34.641,617.338521528020008,,
34.66,617.6881166315499725,,
34.661,617.6881166315499725,,
34.68,618.0377069907199225,,
34.681,618.0377069907199225,,
34.7,618.3706844115499715,,
34.701,618.387333294549988,,
34.706,618.387333294549988,,
34.72,618.5538221870599475,,
34.721,618.5538221870599475,,
34.74,618.9533959927398405,,
34.741,618.9533959927398405,,
34.76,619.369619401939869,,
34.761,619.369619401939869,,
34.768,619.4861620833999025,,
34.78,619.4861620833999025,,
34.781,619.7192476126599535,,
34.782,619.7358965875198435,,
34.8,620.035578328129984,,
34.801,620.035578328129984,,
34.82,620.3353260715398365,,
34.821,620.3353260715398365,,
34.84,620.601664827710008,,
34.841,620.601664827710008,,
34.86,620.9512956238600035,,
34.861,620.9512956238600035,,
34.88,621.3675015925298315,,
34.881,621.3675015925298315,,
34.9,621.700483531899861,,
34.901,621.700483531899861,,
34.92,621.933577362779941,,
34.921,621.933577362779941,,
34.94,622.366448753529991,,
34.941,622.366448753529991,,
34.96,622.5329403381799675,,
34.961,622.5329403381799675,,
34.962,622.5329403381799675,,
34.98,622.999138192999906,,
34.981,623.049064958889856,,
35,623.3653999324098985,,
35.001,623.3653999324098985,,
35.02,623.6817415137400055,,
35.021,623.6817415137400055,,
35.04,623.9481233012299955,,
35.041,623.9481233012299955,,
35.06,624.364355109889854,,
35.061,624.364355109889854,,
35.08,624.6307438300898385,,
35.081,624.6307438300898385,,
35.1,625.030327440189919,,
35.101,625.030327440189919,,
35.106,625.030327440189919,,
35.12,625.346700358159976,,
35.121,625.346700358159976,,
35.14,625.6963015334699755,,
35.141,625.6963015334699755,,
35.16,625.9793410555898825,,
35.161,625.9793410555898825,,
35.18,626.3622773841200315,,
35.181,626.3622773841200315,,
35.2,626.6952659667099375,,
35.201,626.6952659667099375,,
35.22,626.961657147619915,,
35.221,626.961657147619915,,
35.24,627.3612444429099905,,
35.241,627.3612444429099905,,
35.26,627.660969937310026,,
35.261,627.660969937310026,,
35.28,627.977276085699939,,
35.281,627.977276085699939,,
35.3,628.3602154243799285,,
35.301,628.3602154243799285,,
35.32,628.6266083462198805,,
35.321,628.6266083462198805,,
35.34,628.9928990663900065,,
35.341,628.9928990663900065,,
35.36,629.059497435399861,,
35.361,629.059497435399861,,
35.366,629.3924895397199155,,
35.38,629.575635381130039,,
35.381,629.575635381130039,,
35.4,630.025175726549831,,
35.401,630.025175726549831,,
35.42,630.2749863415699535,,
35.422,630.391468439819844,,
35.44,630.5080162303700005,,
35.441,630.5080162303700005,,
35.46,631.024157077499919,,
35.461,631.024157077499919,,
35.467,631.024157077499919,,
35.48,631.357151718659904,,
35.481,631.37380146195005,,
35.5,631.690146787459978,,
35.501,631.690146787459978,,
35.52,631.9232644152400535,,
35.523,632.073091644349914,,
35.54,632.256289926039924,,
35.541,632.256289926039924,,
35.56,632.6891345528699705,,
35.561,632.6891345528699705,,
35.58,632.9721817824899955,,
35.581,632.9721817824899955,,
35.6,633.3551285222699765,,
35.601,633.3551285222699765,,
35.62,633.6548263616100465,,
35.621,633.6548263616100465,,
35.64,633.721425928009919,,
35.641,633.721425928009919,,
35.646,634.104373762889961,,
35.66,634.337508162730044,,
35.661,634.337508162730044,,
35.68,634.553921933430045,,
35.681,634.553921933430045,,
35.7,635.0201208470100455,,
35.701,635.0201208470100455,,
35.72,635.303170589399995,,
35.721,635.303170589399995,,
35.74,635.552920613929926,,
35.741,635.552920613929926,,
35.76,635.985821214899941,,
35.761,636.0357713297598805,,
35.78,636.335537857700044,,
35.781,636.335537857700044,,
35.8,636.6851236786098955,,
35.801,636.6851236786098955,,
35.82,636.9182905501199885,,
35.821,636.9182905501199885,,
35.84,637.2845272541999275,,
35.841,637.2845272541999275,,
35.86,637.600879684709978,,
35.861,637.600879684709978,,
35.88,637.750730966829903,,
35.881,637.750730966829903,,
35.9,638.350136934849841,,
35.901,638.350136934849841,,
35.92,638.6831408298799005,,
35.921,638.6831408298799005,,
35.94,639.01614513798995,,
35.941,639.0327953642299665,,
35.96,639.265904846979991,,
35.961,639.265904846979991,,
35.98,639.4657016080500385,,
35.981,639.4657016080500385,,
36,640.0151605343698955,,
36.001,640.0151605343698955,,
36.02,640.348166488369995,,
36.021,640.348166488369995,,
36.04,640.481368984759908,,
36.041,640.69782318116995,,
36.06,640.947578238000003,,
36.061,640.947578238000003,,
36.08,641.2639557995998965,,
36.081,641.2639557995998965,,
36.1,641.6801943966499925,,
36.101,641.6801943966499925,,
36.12,641.979922401940028,,
36.121,641.979922401940028,,
36.127,641.979922401940028,,
36.14,642.312960482659944,,
36.141,642.312960482659944,,
36.16,642.6459187077398365,,
36.161,642.6459187077398365,,
36.18,643.012228822100039,,
36.181,643.012228822100039,,
36.2,643.3452384420199885,,
36.201,643.3452384420199885,,
36.22,643.594995922230053,,
36.221,643.594995922230053,,
36.24,643.7448505193699455,,
36.241,643.7448505193699455,,
36.26,644.244431243429969,,
36.261,644.244431243429969,,
36.266,644.244431243429969,,
36.28,644.477474169169908,,
36.281,644.693931529300014,,
36.3,645.010292591609866,,
36.301,645.010292591609866,,
36.32,645.326689461679959,,
36.321,645.326689461679959,,
36.34,645.6430158015200485,,
36.341,645.6430158015200485,,
36.36,645.9593779480599065,,
36.361,645.9593779480599065,,
36.38,646.32569246262983,,
36.381,646.32569246262983,,
36.4,646.6753567673699735,,
36.401,646.6753567673699735,,
36.42,646.975135021569938,,
36.421,646.975135021569938,,
36.44,647.324769110349959,,
36.442,647.324769110349959,,
36.448,647.324769110349959,,
36.46,647.6578149464498875,,
36.461,647.6578149464498875,,
36.48,648.007415274890034,,
36.481,648.007415274890034,,
36.5,648.340430892059883,,
36.501,648.340430892059883,,
36.52,648.640151492589891,,
36.521,648.640151492589891,,
36.54,648.8899075234498905,,
36.541,648.8899075234498905,,
36.56,649.306184620249948,,
36.561,649.306184620249948,,
36.58,649.539290379259908,,
36.581,649.6891481735999585,,
36.6,650.0055148892199655,,
36.601,650.0055148892199655,,
36.62,650.338532866669991,,
36.621,650.3551837758200215,,
36.64,650.6715512353898685,,
36.641,650.6715512353898685,,
36.66,650.9713035478198425,,
36.661,650.9713035478198425,,
36.68,651.320988723189883,,
36.681,651.320988723189883,,
36.7,651.670608683170028,,
36.701,651.670608683170028,,
36.72,651.937024594329839,,
36.721,651.937024594329839,,
36.74,652.3199979020298515,,
36.741,652.3199979020298515,,
36.747,652.43655509748987,,
36.76,652.586464964449986,,
36.762,652.686340670740035,,
36.766,652.686340670740035,,
36.78,653.0026907216599725,,
36.781,653.0026907216599725,,
36.79,653.0692949862300315,,
36.8,653.3357121990100015,,
36.801,653.3357121990100015,,
36.82,653.6187807582000435,,
36.821,653.6187807582000435,,
36.84,653.985105189269914,,
36.841,653.985105189269914,,
36.844,653.985105189269914,,
36.846,653.985105189269914,,
36.86,654.234878321329913,,
36.861,654.234878321329913,,
36.868,654.401383516919848,,
36.88,654.6178484845099755,,
36.881,654.6178484845099755,,
36.9,655.000825362589919,,
36.901,655.0174765427000215,,
36.92,655.250658810369939,,
36.921,655.250658810369939,,
36.94,655.6502220955399,,
36.941,655.6502220955399,,
36.96,655.9499441545599415,,
36.961,655.9499441545599415,,
36.98,656.2996202804199565,,
36.984,656.3995278220700105,,
37.001,656.66594810052993,,
37.002,656.6992506524500175,,
37.02,656.865763469019836,,
37.021,656.865763469019836,,
37.026,657.0988815716898435,,
37.04,657.3319998602298685,,
37.041,657.3319998602298685,,
37.054,657.5318156839000475,,
37.06,657.6650263087299185,,
37.061,657.681677641099893,,
37.08,657.9147963934299225,,
37.081,657.9147963934299225,,
37.1,658.331080340180049,,
37.101,658.331080340180049,,
37.106,658.331080340180049,,
37.12,658.6474919813999785,,
37.121,658.6474919813999785,,
37.14,658.9305302585999005,,
37.141,658.9305302585999005,,
37.16,659.230255675049873,,
37.161,659.230255675049873,,
37.18,659.579935712120003,,
37.181,659.579935712120003,,
37.186,659.729798711759939,,
37.2,659.996222009609935,,
37.201,659.996222009609935,,
37.22,660.295983953719995,,
37.221,660.295983953719995,,
37.24,660.4957663385898725,,
37.241,660.678932803200039,,
37.26,660.912053921420009,,
37.261,660.912053921420009,,
37.28,661.311741096360035,,
37.281,661.311741096360035,,
37.287,661.428251332969919,,
37.3,661.66137303764003,,
37.301,661.66137303764003,,
37.32,661.9777527851199435,,
37.321,661.9777527851199435,,
37.34,662.327436053449899,,
37.341,662.327436053449899,,
37.36,662.577210066589939,,
37.361,662.577210066589939,,
37.372,662.7770294269598685,,
37.38,662.9935005508598325,,
37.381,662.9935005508598325,,
37.4,663.326533353779948,,
37.401,663.326533353779948,,
37.42,663.6263288392199215,,
37.421,663.6263288392199215,,
37.44,663.8760382844800435,,
37.441,663.8760382844800435,,
37.46,664.2756788631800175,,
37.461,664.2756788631800175,,
37.466,664.2756788631800175,,
37.48,664.608713082669963,,
37.481,664.608713082669963,,
37.486,664.608713082669963,,
37.5,664.9917028882698535,,
37.501,664.9917028882698535,,
37.52,665.2914343781199,,
37.521,665.2914343781199,,
37.54,665.507907304929856,,
37.541,665.507907304929856,,
37.547,665.7410321678398735,,
37.56,665.8242910907799775,,
37.562,666.0241125987799925,,
37.564,666.0241125987799925,,
37.58,666.2405860470898905,,
37.581,666.2405860470898905,,
37.586,666.3405031290599225,,
37.6,666.656881572019981,,
37.601,666.656881572019981,,
37.62,666.9233110058999025,,
37.621,666.9233110058999025,,
37.64,667.23969626016992,,
37.641,667.23969626016992,,
37.647,667.4062149464100435,,
37.66,667.6060374893600035,,
37.661,667.6060374893600035,,
37.68,667.9057923760799415,,
37.681,667.9057923760799415,,
37.7,668.3220693366599765,,
37.701,668.338721259930023,,
37.714,668.505240542240014,,
37.72,668.6218395420898985,,
37.721,668.6218395420898985,,
37.74,668.8715832802199635,,
37.741,668.8715832802199635,,
37.746,669.0880587390799955,,
37.76,669.321186326059885,,
37.761,669.321186326059885,,
37.78,669.4877061387298885,,
37.781,669.4877061387298885,,
37.787,669.720834027089948,,
37.8,669.9872661144599965,,
37.801,669.9872661144599965,,
37.82,670.303675343989878,,
37.821,670.303675343989878,,
37.84,670.653347334219914,,
37.841,670.653347334219914,,
37.86,670.9697364138098675,,
37.861,670.9697364138098675,,
37.88,671.2361695723500335,,
37.881,671.2361695723500335,,
37.9,671.652471838390054,,
37.901,671.652471838390054,,
37.92,671.918905579969985,,
37.921,671.918905579969985,,
37.926,671.918905579969985,,
37.927,672.102078909039844,,
37.94,672.3185566179899955,,
37.941,672.3185566179899955,,
37.96,672.5183823282800385,,
37.961,672.5183823282800385,,
37.98,672.951338470739981,,
37.981,673.0012949871399975,,
38,673.31768644208,,
38.001,673.31768644208,,
38.02,673.6507304225899565,,
38.021,673.6507304225899565,,
38.04,673.983774755139846,,
38.041,674.0004269809999155,,
38.06,674.3168194392098925,,
38.061,674.3168194392098925,,
38.08,674.3834284181498315,,
38.081,674.6665167352198265,,
38.1,674.9829098597999715,,
38.101,674.9829098597999715,,
38.107,674.9829098597999715,,
38.12,675.2993033002098835,,
38.121,675.2993033002098835,,
38.14,675.6490016802199515,,
38.141,675.6490016802199515,,
38.16,675.898807301659869,,
38.161,675.898807301659869,,
38.18,676.31509489634004,,
38.181,676.31509489634004,,
38.2,676.648142026489948,,
38.201,676.648142026489948,,
38.22,676.9478847406498955,,
38.221,676.9478847406498955,,
38.24,677.23097533982991,,
38.241,677.23097533982991,,
38.26,677.6140014953598415,,
38.261,677.6140014953598415,,
38.266,677.730547595919913,,
38.28,677.9637161988098315,,
38.281,677.9637161988098315,,
38.3,678.3133828776999485,,
38.301,678.3133828776999485,,
38.32,678.5964746814900065,,
38.321,678.5964746814900065,,
38.34,678.8296092949799435,,
38.341,678.8296092949799435,,
38.36,679.2126821767099025,,
38.361,679.2126821767099025,,
38.38,679.529014146249889,,
38.381,679.529014146249889,,
38.392,679.7454969069699455,,
38.4,679.978632349639836,,
38.401,679.978632349639836,,
38.406,680.0452425069299785,,
38.42,680.2450730609200465,,
38.421,680.2450730609200465,,
38.44,680.511513991019909,,
38.441,680.511513991019909,,
38.46,680.9611335560198285,,
38.461,680.9611335560198285,,
38.466,680.9611335560198285,,
38.48,681.1609646732499615,,
38.481,681.1609646732499615,,
38.5,681.6438903791199635,,
38.501,681.6605430024198975,,
38.52,681.8104166503198925,,
38.521,681.9935956466799755,,
38.54,682.3099959729900065,,
38.541,682.3099959729900065,,
38.56,682.543133251209836,,
38.561,682.543133251209836,,
38.58,682.8928749296899215,,
38.581,682.8928749296899215,,
38.6,683.309156903570053,,
38.601,683.309156903570053,,
38.62,683.625558498449888,,
38.621,683.625558498449888,,
38.64,683.9586131372800515,,
38.641,683.9586131372800515,,
38.66,684.2917337642900265,,
38.661,684.2917337642900265,,
38.667,684.2917337642900265,,
38.68,684.624723423509974,,
38.681,684.624723423509974,,
38.7,684.9744318610498765,,
38.701,684.9744318610498765,,
38.706,684.9744318610498765,,
38.72,685.2741822442399065,,
38.721,685.3241406677798265,,
38.74,685.5905857203599655,,
38.741,685.5905857203599655,,
38.76,685.9736008578299765,,
38.761,685.9902536999099965,,
38.78,686.290004999649908,,
38.781,686.290004999649908,,
38.8,686.639715190189915,,
38.801,686.639715190189915,,
38.82,686.9561199641100275,,
38.821,686.9561199641100275,,
38.84,687.105996014259969,,
38.841,687.105996014259969,,
38.86,687.638889180769863,,
38.861,687.638889180769863,,
38.867,687.638889180769863,,
38.88,687.955329517549896,,
38.881,687.955329517549896,,
38.9,688.3050068302200075,,
38.901,688.3050068302200075,,
38.921,688.6547191248898775,,
38.922,688.6547191248898775,,
38.94,688.904513843539914,,
38.941,688.904513843539914,,
38.96,689.3041857784198755,,
38.961,689.3041857784198755,,
38.98,689.6206436144000205,,
38.981,689.6206436144000205,,
39,689.9703067209800315,,
39.001,689.9703067209800315,,
39.02,690.2867146280400415,,
39.021,690.2867146280400415,,
39.04,690.636428974120006,,
39.041,690.636428974120006,,
39.06,690.886225156159978,,
39.061,690.886225156159978,,
39.08,691.2693111456098875,,
39.081,691.2693111456098875,,
39.1,691.6356148028698925,,
39.101,691.6356148028698925,,
39.12,691.868824237929854,,
39.121,691.9853305352098665,,
39.14,692.268484561710009,,
39.141,692.268484561710009,,
39.16,692.4516187352598965,,
39.161,692.651456729829986,,
39.18,692.9512201485699705,,
39.181,692.9512201485699705,,
39.2,693.3009310168499705,,
39.201,693.3009310168499705,,
39.22,693.617342012009883,,
39.221,693.617342012009883,,
39.24,693.950472185579881,,
39.241,693.983713001579869,,
39.26,694.266883777799873,,
39.261,694.266883777799873,,
39.28,694.6331898038499705,,
39.281,694.6331898038499705,,
39.3,694.9662553044799985,,
39.301,694.9662553044799985,,
39.306,694.999561872180035,,
39.32,695.2327079358599315,,
39.321,695.2327079358599315,,
39.34,695.549120701809895,,
39.341,695.549120701809895,,
39.36,695.7156538524900475,,
39.361,695.7156538524900475,,
39.38,696.1986358926999375,,
39.381,696.1986358926999375,,
39.386,696.398440604969889,,
39.4,696.631587607839944,,
39.401,696.631587607839944,,
39.42,696.9646550253498825,,
39.421,696.9646550253498825,,
39.44,697.2477625801800485,,
39.441,697.2477625801800485,,
39.46,697.4309499437899805,,
39.461,697.4309499437899805,,
39.48,697.880592061179866,,
39.481,697.880592061179866,,
39.5,698.2969278696000385,,
39.501,698.2969278696000385,,
39.52,698.613408236250049,,
39.521,698.613408236250049,,
39.526,698.613408236250049,,
39.54,698.9630661899100215,,
39.541,698.9630661899100215,,
39.56,699.2628634648099225,,
39.561,699.2628634648099225,,
39.58,699.5959049703499175,,
39.581,699.5959049703499175,,
39.6,699.962276032940051,,
39.601,699.962276032940051,,
39.62,700.1954608551800415,,
39.621,700.1954608551800415,,
39.626,700.1954608551800415,,
39.64,700.611763946199969,,
39.641,700.611763946199969,,
39.66,700.8948744348299415,,
39.661,700.8948744348299415,,
39.68,701.2612530494100125,,
39.681,701.2612530494100125,,
39.7,701.6276320416000075,,
39.701,701.6276320416000075,,
39.72,701.8607887141599775,,
39.721,701.8607887141599775,,
39.74,702.2771229994000335,,
39.741,702.2771229994000335,,
39.746,702.3104364683599635,,
39.76,702.5936069220199425,,
39.761,702.5936069220199425,,
39.78,702.9266807940998635,,
39.781,702.9266807940998635,,
39.8,703.292995839859939,,
39.801,703.292995839859939,,
39.82,703.542866733529988,,
39.822,703.542866733529988,,
39.84,703.8592212959099435,,
39.841,703.8592212959099435,,
39.86,704.2422566691300265,,
39.861,704.2422566691300265,,
39.88,704.625292449849891,,
39.881,704.625292449849891,,
39.9,704.9583673724998755,,
39.901,704.9583673724998755,,
39.92,705.2914426023298775,,
39.921,705.2914426023298775,,
39.94,705.6245181389099325,,
39.941,705.6245181389099325,,
39.96,705.8743906483198285,,
39.961,705.8743906483198285,,
39.98,706.2740371464899415,,
39.981,706.2740371464899415,,
40,706.623746584829858,,
40.001,706.623746584829858,,
40.02,706.940169498889869,,
40.021,706.940169498889869,,
40.04,707.2066311134399235,,
40.041,707.2066311134399235,,
40.06,707.4897467922598905,,
40.061,707.4897467922598905,,
40.066,707.706247165409875,,
40.08,707.706247165409875,,
40.081,707.9727093392200435,,
40.1,708.28913342269993,,
40.101,708.28913342269993,,
40.12,708.6222117006100215,,
40.121,708.6222117006100215,,
40.14,708.955290280959841,,
40.141,708.955290280959841,,
40.16,709.288369163329886,,
40.161,709.288369163329886,,
40.18,709.538243346939905,,
40.181,709.538243346939905,,
40.2,709.9545278324299005,,
40.201,709.9545278324299005,,
40.22,710.1210676878099515,,
40.221,710.1210676878099515,,
40.24,710.437493619969925,,
40.241,710.437493619969925,,
40.246,710.6374073734898475,,
40.26,710.7872278601198535,,
40.261,710.7872278601198535,,
40.28,711.2035847853999225,,
40.281,711.2035847853999225,,
40.3,711.619929760870034,,
40.301,711.619929760870034,,
40.32,711.9030488326500265,,
40.321,711.9030488326500265,,
40.34,712.186168119930014,,
40.341,712.186168119930014,,
40.348,712.319400800209903,,
40.36,712.5692122041200465,,
40.361,712.5692122041200465,,
40.366,712.5692122041200465,,
40.38,712.8856402225699155,,
40.381,712.8856402225699155,,
40.4,713.2853391553499,,
40.402,713.2853391553499,,
40.403,713.2853391553499,,
40.42,713.38526395529993,,
40.421,713.38526395529993,,
40.44,713.86823419760003,,
40.441,713.86823419760003,,
40.46,714.2679839015900125,,
40.461,714.2679839015900125,,
40.48,714.601068376980035,,
40.481,714.601068376980035,,
40.5,714.950755963689969,,
40.501,714.950755963689969,,
40.52,715.2671859911399655,,
40.521,715.2671859911399655,,
40.54,715.616924751319854,,
40.541,715.616924751319854,,
40.56,715.9000468419499125,,
40.561,715.9000468419499125,,
40.58,716.2664910059299905,,
40.581,716.2664910059299905,,
40.6,716.616180134210023,,
40.601,716.616180134210023,,
40.62,716.682797253439956,,
40.621,716.682797253439956,,
40.64,717.249093794519919,,
40.641,717.249093794519919,,
40.66,717.4822035954000485,,
40.662,717.4822035954000485,,
40.68,717.948524736969828,,
40.681,717.948524736969828,,
40.7,718.2816116156998285,,
40.701,718.29826596726002,,
40.72,718.5480813277999885,,
40.722,718.5480813277999885,,
40.74,718.947786243979861,,
40.741,718.9644406245399715,,
40.76,719.180982258870014,,
40.761,719.180982258870014,,
40.78,719.597307621909974,,
40.781,719.597307621909974,,
40.8,719.9470503574100315,,
40.801,719.9470503574100315,,
40.82,720.08028576888,,
40.822,720.29685906932991,,
40.825,720.29685906932991,,
40.826,720.29685906932991,,
40.84,720.5966088776899565,,
40.842,720.5966088776899565,,
40.845,720.5966088776899565,,
40.86,720.863044741799964,,
40.862,720.863044741799964,,
40.864,720.863044741799964,,
40.865,721.012934939039948,,
40.871,721.012934939039948,,
40.88,721.2794065443499655,,
40.882,721.2794065443499655,,
40.885,721.2794065443499655,,
40.886,721.2794065443499655,,
40.9,721.6124963090899175,,
40.902,721.6291508048500385,,
40.904,721.6291508048500385,,
40.905,721.6291508048500385,,
40.92,721.912283551039988,,
40.922,721.962261701759869,,
40.924,721.962261701759869,,
40.93,721.962261701759869,,
40.94,722.2120586070800505,,
40.942,722.2120586070800505,,
40.944,722.2120586070800505,,
40.96,722.4618765045699975,,
40.962,722.4618765045699975,,
40.98,722.9282036759500415,,
40.982,722.9282036759500415,,
40.984,722.9282036759500415,,
40.985,722.9282036759500415,,
41,723.2779494209198635,,
41.004,723.294669646989858,,
41.005,723.294669646989858,,
41.02,723.5777317376398485,,
41.022,723.5777317376398485,,
41.025,723.5777317376398485,,
41.026,723.5777317376398485,,
41.04,723.777586743309936,,
41.042,723.944132659419889,,
41.045,723.944132659419889,,
41.046,723.944132659419889,,
41.06,724.177362720219886,,
41.062,724.177362720219886,,
41.064,724.177362720219886,,
41.065,724.177362720219886,,
41.08,724.5603531652500315,,
41.082,724.5603531652500315,,
41.084,724.5603531652500315,,
41.085,724.5603531652500315,,
41.086,724.5603531652500315,,
41.1,724.943409643550009,,
41.104,724.943409643550009,,
41.105,724.943409643550009,,
41.12,725.2432140666498955,,
41.122,725.293222848449885,,
41.124,725.293222848449885,,
41.13,725.293222848449885,,
41.14,725.5763520417699485,,
41.142,725.5763520417699485,,
41.144,725.5763520417699485,,
41.145,725.5763520417699485,,
41.16,725.7927970793398315,,
41.162,725.9594095096299475,,
41.164,725.9594095096299475,,
41.18,726.1925440693398715,,
41.182,726.1925440693398715,,
41.185,726.1925440693398715,,
41.188,726.409020482690036,,
41.191,726.409020482690036,,
41.2,726.608876928100013,,
41.202,726.608876928100013,,
41.204,726.675495765679895,,
41.208,726.675495765679895,,
41.212,726.675495765679895,,
41.218,726.8753523457298765,,
41.22,726.8753523457298765,,
41.222,726.8753523457298765,,
41.228,727.075209026659875,,
41.234,727.075209026659875,,
41.24,727.2750658083898515,,
41.242,727.2750658083898515,,
41.244,727.2750658083898515,,
41.26,727.5749017269499725,,
41.262,727.5749017269499725,,
41.264,727.5749017269499725,,
41.265,727.5749017269499725,,
41.266,727.5749017269499725,,
41.28,727.8579819967299015,,
41.282,727.8579819967299015,,
41.284,727.974565337029841,,
41.3,728.274351226109954,,
41.302,728.274351226109954,,
41.304,728.274351226109954,,
41.305,728.274351226109954,,
41.32,728.524238632589911,,
41.322,728.6241017152499315,,
41.34,728.9072830128600315,,
41.342,728.973852511119954,,
41.344,728.973852511119954,,
41.345,728.973852511119954,,
41.35,728.973852511119954,,
41.36,729.257049992099835,,
41.362,729.257049992099835,,
41.38,729.5900808488199765,,
41.381,729.5900808488199765,,
41.387,729.5900808488199765,,
41.4,729.9398324895698765,,
41.402,729.956552997289916,,
41.408,729.956552997289916,,
41.42,730.2562955450398455,,
41.425,730.3228941604199885,,
41.426,730.3228941604199885,,
41.44,730.5227525685500015,,
41.442,730.5227525685500015,,
41.444,730.6393366858699175,,
41.445,730.6393366858699175,,
41.451,730.789230600639936,,
41.46,730.8558501362499535,,
41.462,730.9724343500899955,,
41.468,731.0723637030998785,,
41.47,731.0890185976800225,,
41.48,731.188947979610019,,
41.482,731.188947979610019,,
41.5,731.605320670920034,,
41.502,731.605320670920034,,
41.505,731.605320670920034,,
41.506,731.605320670920034,,
41.52,731.9217996585598455,,
41.522,731.9217996585598455,,
41.54,732.1882431599999535,,
41.542,732.1882431599999535,,
41.545,732.3547925969098715,,
41.546,732.3547925969098715,,
41.551,732.3547925969098715,,
41.56,732.588027584140033,,
41.562,732.6213374989199535,,
41.565,732.6213374989199535,,
41.566,732.6213374989199535,,
41.58,732.887751255070039,,
41.585,732.9876810814398565,,
41.586,732.9876810814398565,,
41.59,732.9876810814398565,,
41.6,733.2708157230099435,,
41.602,733.2708157230099435,,
41.603,733.2708157230099435,,
41.608,733.337435667339829,,
41.609,733.337435667339829,,
41.62,733.337435667339829,,
41.622,733.6205767614799215,,
41.624,733.6205767614799215,,
41.625,733.6205767614799215,,
41.64,733.920426306259966,,
41.642,733.920426306259966,,
41.644,733.920426306259966,,
41.645,733.920426306259966,,
41.66,734.2535266683098575,,
41.662,734.2868367194698705,,
41.666,734.2868367194698705,,
41.672,734.469976388639903,,
41.68,734.6032166802199265,,
